"","P8","P9","P10","P11","P15","P16","P18","P19","P22","P28","P30","P32","P33","P36","P38","P40","P42","P43","P45","P47","P51","P54","P61","P65","P68","P72","P73","P76","P89","P90","P91","P98","P99","P100","P101","P102","P106","P113","P114","P116","P117","P120","P123","P127","P128"
"F10",7.44133573653989,6.8254015020171,2.3366832874962,6.71325315185217,3.05868015438556,7.01517862617565,3.49219930159652,0.409363779269572,7.81414149938175,4.24687168186501,7.99031560034954,3.2910141014173,2.88633553169398,6.01093868755733,4.14815317886829,2.86580006933293,8.01874320885291,5.49631214092356,7.84795870969622,1.6022193095703,5.96340244984472,3.73540303089441,2.75034924058415,4.70633162261742,2.84841763125584,1.76256143004889,3.65552356779982,8.11423322377589,2.45093408778932,4.54619068511508,0.834549424278157,7.0755754150834,2.51752767033727,3.51113908147442,2.76413380354983,7.67401214075173,7.55193507658817,8.03500249337339,7.78916844203972,4.32099725635828,8.31085631529,4.48435729074489,7.3074604025714,3.9212173200841,1.99714785987786
"THRA",4.51646276701334,5.40671012603328,5.63103150535671,5.19854915730343,5.07734555654592,4.57511866734855,3.3984187818044,4.43809985824588,4.77571430248177,5.56984042198743,4.16694034648427,4.15936277281597,5.30888869690021,5.10867080972106,5.28202458121855,5.25310810635106,4.23971117200776,4.68228675235449,3.83623723036448,5.13548151466805,3.57968703022066,5.4836706944905,4.65933092250271,5.05934229745629,4.54296993388594,5.35975307373063,4.6207799297338,3.92585704030972,4.54432463820375,4.68700468201054,4.78993265390772,4.98624253515118,5.5571680480616,5.28683680197216,6.09932466397073,4.08312825098645,4.15199678164044,3.5985319537001,3.85893584268825,5.4462396851268,4.36130516312054,5.62368546033562,4.11782800382748,5.76148474727011,5.90930988916238
"CCR7",2.01335505866907,-2,0.741315967427512,1.09889112580627,0.439357178474257,1.5219552794342,2.45641191639816,1.8911858480245,1.11296696495818,3.07763609686516,-1.51127934710472,-1.45719717257261,4.29175088456027,1.54759789151252,0.234869151705381,1.57196798900332,-0.440067736466128,0.425136998838359,-0.710991854469204,1.42824961070569,0.146003451138924,0.715717689222389,-2.31760648893727,2.37526190210291,-0.99136969485656,1.52722050414117,1.31295554188802,1.57565117898823,6.76181049535286,1.70380946652625,1.34050530067398,0.944183781309104,2.34167270250952,5.21194278992302,3.95600087704145,3.56465863146212,2.10849100259224,-1.41042824602625,1.32158180652128,0.343578377146895,3.14598715309114,1.99099115415533,0.903501092671837,4.61796841867557,-0.572608370313282
"FLRT1",-2.69059095075988,-1.78637276148805,-5.29335894269059,-3.0904956864394,-1.77744270865127,-1.3404407270891,-3.64205394714074,-6.23242994404826,-3.61528703757795,0.502737941322272,-0.522011891898348,-3.4564051357474,-1.59553280323691,-2.45561353351032,-0.913487953425718,-3.81197894858305,-2.593354492328,-2.49086158428229,-2.04572922985512,-1.88843445504048,-2.05589120089205,-3.1752728727679,-4.22162318909168,0.593305959250491,-2.32481637421219,0.086919606737326,-1.19231535675689,-0.951205819739195,-3.93677319800302,-2.89646879012201,-3.19892414083254,-2.10469737866669,-1.9850734557619,-2.11341083508182,-0.912672948202525,-0.793856930308627,-3.20024953829911,-4.30757280191029,-1.72785733803582,-2.43908943912011,-1.41196302812939,-2.9512058197392,-2.08436437656969,-2.81807056230993,-3.29053289861183
"GLIS2",4.70376517879341,2.66247897042325,5.57773395220518,3.1509657835565,5.93483727449944,4.67469226868374,4.6637430988717,5.62100860087802,3.83819543925919,4.57817188896017,2.07748228869064,5.0221991188229,5.39858979625925,4.11518309960627,4.38908491519698,5.84560797076323,2.64112980702158,5.10634831950515,1.76392142076141,4.90386738859444,5.18119003236519,5.76026885805237,4.64521745147884,5.28778255052969,2.3647124929766,5.32747899177735,5.58752101440898,2.58969159009181,3.05013597099955,6.20407418471311,5.81046109885997,3.7022696700075,6.15530803596031,5.14358117235333,5.36233311730228,3.15459941028095,3.29307614674767,2.61927213846012,2.37726259663846,4.86174202001223,3.30865211105177,4.98086160150081,3.5329652159336,5.19887520739364,6.8260577604174
"CFP",4.48473751801689,3.95222172520983,1.59874631615426,4.18835344592461,2.63054526074079,5.20858358729342,3.33352391740225,1.46320392042862,4.13374434446225,2.2142802598049,5.36485604106414,2.43807989194471,4.49252619697082,2.79150154019171,2.73528387465164,1.8608833630469,5.33016755743304,3.38697644692639,5.68314621665139,0.425244442148101,3.54711663324573,1.76009317445814,1.5957423394744,3.02609181434133,0.422233000683048,2.63412855752504,2.88541817783442,4.723907998645,4.43725437631546,3.74149934555318,0.683741362402608,4.65346707949673,1.98706614318418,4.51178427413408,5.28657809087443,6.12144648679155,6.0657209332349,6.08136519483599,5.65385683442165,2.62498987309847,5.01653197677243,3.30524096595448,5.11519558695866,4.0089619004605,1.65969626580899
"DLGAP5",3.39359467283056,6.16937988034195,4.0363714543074,4.79640048087678,4.00113567523125,3.06777637204849,5.95476164298609,3.92633157983143,3.68282046691231,0.49497875319664,0.516922851278286,5.43766719317548,3.07123065463547,4.76341157447001,3.36037832413857,3.80437370919733,1.57153119841353,4.56598704075077,-1.62104453885909,5.80391928127298,5.93684991127222,3.86240179628129,3.69821847822441,2.43498843946051,4.26698138504889,4.35774904219214,4.29856301243947,-0.13574450858126,3.41920177384876,3.10659957985368,4.50807363995255,4.5236372251391,3.17307944947734,2.00705194251649,3.19935825458511,1.01884778542798,2.96419529121854,-0.144329165559629,-0.876731112505653,4.9511961103689,1.7075689633722,2.17676955589823,2.43557525868393,1.74329952788826,3.80915716469159
"EVI2A",2.8555113765744,0.750091930448653,3.6669610538582,2.48761497191724,2.31304264099197,3.02987688570407,2.97147917727758,4.47998069177009,3.23525220944684,3.2763626629738,2.16162974735795,0.835681584121711,3.80822027950086,1.24604318671981,0.873576994296963,2.67285525760728,1.68858322724615,2.04407931518783,0.880489626687819,2.37934370731461,1.29360591094171,2.69932952567316,3.64579387007999,2.34252630089405,0.0476779751444753,1.98833930740824,3.59093729599798,1.43338680915774,4.83825596006803,3.54828864838524,3.91563562343031,2.69608286561083,4.47415695244073,3.93579916553204,4.12543620211508,2.91410523711847,2.52135231409766,1.40958101990255,2.30929262305752,3.52620656243002,2.84010062619985,4.77390140784143,2.14665522211947,3.34935112235365,2.48702321312912
"ARMCX1",2.59266034576643,0.87978417149091,3.62331673534624,1.73448202221119,3.48982548712872,2.15026720874841,1.79821645145469,3.26717620309158,3.72712539222036,4.18016377782968,2.3015291182338,1.5837597536395,3.68769900686935,2.6722216529991,1.19843128974047,3.3562142525993,2.09629559202406,2.28300313192354,1.83895176695194,3.53589120983901,3.17871464117544,3.27680929013386,2.47726284934917,3.47903649842731,1.00396196615242,3.38562430396611,3.30386840293441,1.47503298651032,1.69746247692187,3.12368274861955,3.56447572706124,2.90328898409604,4.07027768645562,3.05484847699562,2.12763327972587,2.31167748386373,2.0429594548209,1.68791171696721,1.95579634889756,2.60022217043405,2.37931597890974,4.20520481278678,1.95110283649166,3.6827867644651,3.66257011582815
"RGS13",-0.788863173017725,-9.96578428466209,0.0551956542421246,-2.4258500394903,-2.36884914227485,-1.76268103442545,-1.88523320733449,0.676808994347788,-0.508198200405949,1.1624678676153,-9.96578428466209,-1.60121185236623,2.92008364633288,-1.85935220684516,-1.60077420787906,-0.549831302691671,-1.6766875822421,-1.41081178850914,-2.05409270278975,-1.62060083747442,-3.5769059458501,0.721678885209468,-1.69946622750463,1.0895659450658,-9.96578428466209,-0.0915713498312127,1.17485379555888,-3.43908943912011,4.3908464982339,-0.277184273662965,3.70968765312004,-3.08436437656969,1.22329897333279,-0.788863173017725,0.155101558125703,-1.84425076732206,-1.42546247869794,-4.22431729826094,-1.01158797427521,-2.79686150280915,0.339593500965398,3.55517808760328,-3.40659841887435,1.91433489858311,-0.19660762117295
"FGD3",4.37008753940128,3.08000949871634,4.86879046023956,4.20558800806985,3.37112668632854,4.60010320588014,4.46517782471,5.58039877820559,3.84938883632662,5.01788183257841,4.23329755074447,3.29088144048196,5.77408332712292,4.36556656880178,3.57314423920162,3.98881191096124,3.92261651179775,4.05003146069784,2.87284845489589,3.25693516147121,2.75499436450498,4.3138262963904,3.76438862163249,5.37185852176322,2.94478349866391,4.48779502425059,6.27864273388443,4.44075956014061,7.5404822256635,4.96091013843958,4.37411441949006,3.91729807791605,4.53113189168104,6.34166914479281,6.00428789352727,5.05713397103255,4.34057651076304,3.20729941346328,4.07331468743724,3.74204934011865,5.04236855320019,5.45551134740847,3.22379321624303,6.54286936287351,3.89412898481056
"EDN2",0.0923427689954467,-1.34519787421021,2.06657144371121,-0.231413364999112,2.14655747524176,0.746484761542602,1.45564942731642,-4.5769059458501,-2.37856933220955,3.61575762564994,0.681764082570325,0.216113358446301,0.291132012008753,-0.0776498963092181,1.32808965331309,-2.09418701904823,-0.587489428750195,-0.423719742378645,-3.88257091641311,0.238175418577376,-1.26499780650469,2.26933242973416,2.3422987240361,0.458906906850866,-2.76023537348905,1.60767356034906,2.65784576320274,0.644779219262953,-9.96578428466209,0.115299644025547,-2.15200309344505,0.274649310165089,-0.671623065967334,-2.30614509764643,1.86151871910722,-2.25360123345286,0.197488002405981,0.203514411130758,-1.04811385030033,-2.47232908373591,-0.141461933663464,-1.80995411310556,0.843983844048327,-2.82316662921551,1.55689531906081
"MASP1",4.54394742826907,4.26427368945611,-2.06250494260595,3.99013800935645,1.01042180548651,4.70297330613446,0.340619235129396,-3.14305413671757,4.83715105547933,-2.70462961204652,5.08345166987148,-0.280685112655481,-1.68315915047041,3.098352178318,2.00737492992765,-2.63486740654747,5.204031132917,3.30474465771863,5.8225950482672,-1.64205394714074,3.66556331917026,-2.19561596455866,0.0617070847915969,-0.107181572204967,-0.263092114789616,0.277389698810864,1.58323022709992,5.23757519008378,-3.74855356844142,3.02717174883189,-4.2848973639424,4.82922547449291,-2.04572922985512,-1.85152138406803,0.459011864476382,5.5505836554415,5.39332352342249,5.30213989117562,5.81113960417996,2.03913839390696,5.85250329253355,1.91080939895997,5.41735634496405,1.53366301282309,-1.84218016052114
"ADGRE2",3.43138226761853,4.6759965389643,3.38241825224835,3.39290811980389,3.42878558984805,3.59457243503211,4.07930130188462,4.3553405239644,3.44806838689721,2.93009389401215,2.95847151623916,3.11950558536007,3.46346551992179,2.73835712357566,2.48202217465515,2.73560882304539,2.40737994588921,3.52623160661016,0.690640578615693,2.12005328352598,3.41701534017281,3.95390774252095,3.06552061352064,3.34585051721949,3.93894440638574,3.22404027421793,4.21080964108645,2.39711840904258,4.03385464417737,3.24150463407115,2.78049908601492,3.18130931692341,3.28578688625311,3.76526952069059,4.21374387113786,3.0556468597967,3.03467352930027,1.27154519848569,2.88123389979456,3.62565624765363,2.94416503612417,3.81219014367793,2.18688083134723,4.25973196685015,2.47664090866952
"KLF2",5.87641871717565,5.46532804455282,7.01679046277284,5.48877527213932,6.50774707803973,6.45700650962811,5.58233922119585,7.73590527460388,5.76332127040783,6.85941924191618,4.86104222829589,5.79849642634302,7.8543111398605,6.79834478002301,6.34293336057364,6.78809447076323,5.14209071517767,5.58953879729613,3.88224197330003,4.26753579806874,7.39607983580169,5.37422225216083,6.44636045753228,6.89016089790866,5.09202979702575,6.58081179291547,6.22205489426637,5.00081128780719,8.12043229753508,5.35735494012974,6.40197512686691,6.99533187457171,7.94935691961286,7.97535733962313,8.19011455096193,6.21583388373373,5.75293854801802,4.48490504399254,4.62801531044763,6.737117519988,6.74895492807503,7.70377279084425,5.12436536002472,9.49056531717625,7.70418585737399
"F2RL3",0.824808577904863,0.0522767654523578,2.18570799868324,0.685177683886078,1.93470520017256,0.749834574412729,2.03555353264634,0.446997240676389,0.228480098329917,4.73796791895209,-0.287888500533723,1.4431292101531,0.431355521573516,2.79829941264165,1.5403745061903,2.9386809966642,0.0511632525821143,0.553950241062938,-3.02326977932285,-0.994240730711315,0.797677087424206,1.68665739423194,1.66820991446909,1.40985252470055,-0.117943929031374,1.71369581484336,0.94245820394639,-2.25291341697218,2.86251090312834,1.22465773412074,1.55919810493023,0.456701031008205,4.8770374506987,1.06729452146853,-0.989363363891263,-1.38760031657199,0.574053054041764,-2.58987602158707,-2.97823602570834,1.7035880142654,-0.686638040607781,0.679513879286544,-1.05349370131098,4.66500043381747,0.20426594528956
"ECHS1",8.83327120229381,8.14248185398063,6.82799173129139,8.1984013302,6.84618112450261,8.36635237937222,6.37128179674367,6.95922069531458,8.16833365301006,6.4001809686847,9.5696361501313,7.76124870015319,6.6144742828377,7.2548916135435,6.53534848168708,6.86023655126153,9.31473889060785,7.25614262738919,9.66187178085262,7.21000207026237,7.45812604483128,7.13605805554475,6.37116154405433,6.07536362229397,6.88722670920437,6.308630270402,5.94139040748398,9.30278969638817,5.69907406051629,7.22579837492174,6.1869303387777,8.39841493374596,6.69642928321036,6.28750923378589,6.39373194423839,9.10560737019409,9.33353621625814,9.52750593786597,9.32655779588192,6.9989051652389,8.93875949543989,6.58508722833811,9.09624682842134,6.31548290633297,6.14665725844233
"GNG11",3.62155960805541,2.66238781925968,3.54104394149519,3.16162974735795,3.90111789957551,3.79141818716404,3.43974280315048,3.76227439319927,3.24087908350559,5.23281422682296,3.31980577288813,3.14707871541124,4.57664306286428,2.25755379022474,0.934025769722914,4.18083211950316,2.65195865306541,2.42725752404882,3.60640669333337,2.82081207722872,3.50451870106349,3.21199339093,2.49126307372233,4.13189399187789,2.09254574154357,3.06415856378569,2.95880556363946,3.64436392907224,2.68430259568812,4.06340802503642,3.40611484745113,4.07088731522217,5.10202817936731,3.50606871569911,3.06125777090295,4.43885172110143,3.95339562518581,3.98700245547012,3.76642554763968,3.39778927398882,3.66974113097285,6.5382603373835,3.90084749143247,5.00969651586748,4.57515498120487
"STEAP4",3.30763252824866,2.13086499183649,2.86969377204997,2.99933259919525,2.37953779122788,4.22806444476112,1.04271436944855,2.96617202897858,3.49465881266387,4.70220870899365,4.060090629276,1.58645251588809,3.5842409728037,1.87750868867149,1.76689193841122,3.79676385790444,2.24315112871702,2.28832902872779,3.44311594563843,2.29275230617147,2.58748501048987,1.99606328980657,1.88056798930922,3.19660704409482,1.70043971814109,3.23851174320086,1.89526383868728,2.59208622446715,1.11955538469528,2.77475543854142,3.65950218869721,3.56429279946886,3.28691071090823,3.71681534668582,4.47573991497448,4.82084270477048,4.95444294361775,4.10338853124059,4.40420830373145,3.54239426346895,3.97326226824411,4.22469631659158,4.19097825349639,4.15954845980264,4.08910827220016
"SGCE",3.98688417082727,5.86707359675115,4.05115454987851,2.88321023488773,6.20932858660786,3.74504366879086,4.14812876812888,3.84032223060524,3.28526904086555,5.6743391789364,2.62283666638228,3.92636004723974,4.35087201623224,2.8522186215538,1.99909803370561,4.51137315529984,2.06481388745851,3.01943505344215,3.13402374700808,4.92112208765985,3.35205225634249,4.75089051416385,4.04689262601524,4.03376656433065,4.23593380068291,5.04737697517265,3.77804032226752,1.8425766307707,2.35484705628603,3.9113272673619,3.59819843767199,3.33829604273165,4.82301050313085,3.89181772004771,3.30505122120082,3.59307883189297,4.00712372374599,3.05151131768571,3.48128602337511,5.49366974783094,3.0860873822709,5.333645559658,4.00468115611791,4.16210527918483,5.10821079332637
"KDR",8.25369481827018,9.35270159493948,7.31469743187148,8.10549213540462,7.41438250231808,7.33086759265958,7.32251136677218,6.78504306068151,7.14114562123927,7.24650784866754,8.17420365513097,6.41342652997034,7.80878274099094,5.50458543681389,5.83276345641731,7.23895305031725,8.40121062055945,6.70288883252273,9.24642020150122,6.43186361165888,7.38637038138139,7.02198156296327,6.21728501017367,7.86106518784206,6.14686698430455,7.1517218532118,7.38170300142638,7.79322287530499,6.05600035016812,7.41664301270871,6.56651227800841,8.10110690438337,8.36548652066841,6.59897552964983,4.3460775345356,9.00760058568483,8.24709012768773,8.76106881297002,8.46894899450357,6.59818056856589,7.59729726108491,9.71080901608673,8.73431367141235,8.7698847759006,7.60075515989578
"GAL3ST1",1.74558155833339,3.64472154721798,3.67786901185625,3.96086381521813,-0.543298968991795,4.39633762240986,-1.84944032342462,3.15615388166971,0.954345226060097,1.71786831273266,0.583037623796664,3.69936284388059,3.20103784229256,2.29610495026551,4.8567566723929,1.81721392425833,1.62128999253892,3.18108664443633,1.67680899434779,2.43426792585286,0.934252282094054,1.28841762731172,3.16396560044094,2.61272993295237,3.00825380726498,2.68472898701409,3.76736877307162,1.31678293671659,-0.436939517236127,2.07423139418579,3.60947131141145,3.07808033950289,2.24369954295609,3.20498579834743,4.44065990975911,1.51903860960006,2.04827106663932,1.36317107711924,0.777451278234363,5.03115255042121,1.62025795468196,1.19515858659093,2.03301766843834,2.05457067503243,2.50233060171601
